hmm,prefix_url
mvnA,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
neoL_like,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
nikJ,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
nikO,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
novH,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
novI,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
novJ,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
novK,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
orf2_PTase,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
pgm1,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
pgm_amidino,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
phosphonates-like,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
phosphonates,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
phosphonatesHydrolase,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
phosphonatesMeIsocitrateLyase,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
phytoene_synt,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
phzB,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
pop,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
ppys,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
prnB,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
pur10,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
pur6,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
rcdps,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
salQ,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
skfc,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
spcDK_like_cou,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
spcDK_like_glyc,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
spcFG_like,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
strH_like,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
strK_like1,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
strK_like2,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
strep_PEQAXS,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
strepbact,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
sublancin,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
subtilosin,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
t2clf,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
t2fas,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
t2ks,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
t2ks2,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
tabtoxin,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
terpene_cyclase,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
thio_amide,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
thiostrepton,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
thuricin,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
tra_KS,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
trichodiene_synth,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
truD,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
ustH,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
valA_like,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
vlmB,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
yydH,https://raw.githubusercontent.com/antismash/antismash/master/antismash/detection/hmm_detection/data/
vp39_capsid,https://raw.githubusercontent.com/Arcadia-Science/2023-rehgt/ter/posctrl/inputs/hmms/single_hmms/raw/
